5,neon_1,star_regiment,"999,000","1,000,000",Звездный полк,neon,$0.0100,0.0297%,
5,neon_67,x_space,"939,000","1,000,000",Икс космос,neon,$0.0100,0.0297%,"60,899,000"
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0098%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0297%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0395%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0594%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0988%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1980%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2968%,
3,,,"99,000","99,000",Бронзовый кейс,,$0.1010,0.2998%,
3,,,"87,000","87,000",3 Жетона,,$0.1149,0.3410%,
2,,,"29,000","29,000",Жетон,,$0.3448,1.0234%,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.1873%,
1,,,"4,000","12,000",exp,exp,$0.8333,2.4734%,
1,,,"2,500","2,500",рублей,money,$4.0000,11.8728%,
1,,,"2,500","2,500",рублей,money,$4.0000,11.8728%,
1,,,"2,000","2,000",рублей,money,$5.0000,14.8410%,
1,,,"2,000","2,000",рублей,money,$5.0000,14.8410%,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5936%,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.1873%,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.9893%,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.9471%,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.9682%,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.9471%,
1,5,2k,"2,000","2,000",рублей,money,$5.0000,14.8410%,
1,1,3k,"3,000","3,000",рублей,money,$3.3333,9.8939%,
,,,,,,,33.6904,100.0000%,
,,,,,,,,,
,Story,,,,,,"$15,000.00",,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story
,6 сезон,,,,,,,,92.56%
5,503,BMW M NEXT,"12,000,000","45,000,000",BMW M NEXT,car,$0.0003,0.0010%,
5,100,alien,"7,000,000","7,000,000",Пришелиц,skin,$0.0021,0.0064%,
5,48,darth_vader,"2,399,000","2,399,000",Дарт вейдер,skin,$0.0063,0.0187%,
5,218,yerzhan,"2,500,000","2,500,000",Ержан,skin,$0.0060,0.0179%,
5,neon_69,blue_flame,"999,000","1,000,000",Синие пламя,neon,$0.0150,0.0448%,
5,neon_19,return,"729,000","1,000,000",Возвращение,neon,$0.0150,0.0448%,
5,neon_1,star_regiment,"999,000","1,000,000",Звездный полк,neon,$0.0150,0.0448%,
5,neon_67,x_space,"939,000","1,000,000",Икс космос,neon,$0.0150,0.0448%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0149%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0448%,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0597%,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0896%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1493%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2986%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1007,0.3006%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0505,0.1508%,
3,,,"99,000","99,000",VIP жетон,,$0.1515,0.4524%,
1,,,"6,000","60,000",exp,exp,$0.2500,0.7464%,
1,,,"4,500","45,000",exp,exp,$0.3333,0.9952%,
1,,,"4,500","4,500",рублей,money,$3.3333,9.9524%,
1,,,"3,500","3,500",рублей,money,$4.2857,12.7960%,
1,,,"3,000","3,000",рублей,money,$5.0000,14.9286%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.4479%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.8957%,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.7914%,
2,20,20k,"20,000","20,000",exp,exp,$0.7500,2.2393%,
1,1100,7k_exp,"7,000","7,000",exp,exp,$2.1429,6.3980%,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,4.4786%,
1,1050,5k_exp,"5,000","5,000",exp,exp,$3.0000,8.9572%,
1,5,2k,"2,000","2,000",рублей,money,$7.5000,22.3930%,
1,1,4k,"4,000","4,000",рублей,money,$3.7500,11.1965%,
,,,,,,,33.49265823,100.0000%,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,старое:,,,,,,,,
,6526,bugatti_divo,"50,000,000","50,000,000",Bugatti Divo,car,,,
,100,alien,"7,000,000","7,000,000",Пришелиц,skin,,,
,15,leopold,"1,190,000","1,190,000",Леопольд,skin,,,
,159,scuba_diver,"3,000,000","3,000,000",Аквалангист,skin,,,
