выгрузка 18.03.21,Happy,,,,,,"$5,000.00",,Winrate_happy,,
3,500,500k,"500,000","500,000",рублей,money,$0.0100,0.0249%,,,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0167,0.0416%,,,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0333,0.0829%,,,
3,,,"87,000","87,000",3 Жетона,other,$0.0575,0.14%,,,
2,,,"29,000","29,000",Жетон,other,$0.1724,0.43%,,,
2,,repairbox,"25,000","25,000",Рем. комплект,other,$0.2000,0.50%,,,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,,,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,,,
1,,,"1,500","1,500",рублей,money,$3.3333,8.29%,,,
1,,,"1,500","1,500",рублей,money,$3.3333,8.29%,,,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,,,
1,,,"2,000","2,000",рублей,money,$2.5000,6.22%,,,
1,,,"1,500","1,500",рублей,money,$3.3333,8.29%,,,
1,,,"1,000","1,000",рублей,money,$5.0000,12.44%,,,
3,scarf_deserted_g,green_desert_scarf,"120,000","60,000",Зеленый пустынный шарф,acces,$0.0833,0.21%,,,
3,butterfly2,green_butterfly,"39,000","50,000",Бабочка_зеленая,acces,$0.1000,0.25%,,,
4,44,parkur_1,"500,000","30,000",Сальто назад,anim,$0.1667,0.41%,,,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.41%,,,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.62%,,,
2,10,10k,"10,000","10,000",рублей,money,$0.5000,1.24%,,,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.83%,,,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.38%,,,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,6.22%,,,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.15%,,,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,8.29%,,,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,12.44%,,,
,,,,,,,40.1878,100.0000%,,,
,,,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune,,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,94.26%,,
,,,,,,,,,,,
5,6606,Mercedes-Benz 300 SL Coupe,"18,900,000","39,900,000",Mercedes-Benz 300 SL Coupe,car,$0.0003,0.0008%,,,
5,6737,ellie,"690,000","1,000,000",Элли,skin,$0.0100,0.0260%,,,
5,195,trevor,"890,000","1,050,000",Тревор,skin,$0.0095,0.0247%,,,
5,cap4,leprechaun_hat,"299,000","1,190,000",Шляпа_лепрекона,acces,$0.0084,0.0219%,,,
5,6716,mr_green,"290,000","1,500,000",Мистер Грин,skin,$0.0067,0.0174%,,,
5,neon_22,bmw,"989,000","1,500,000",BMW,neon,$0.0067,0.0174%,,,
5,41,smoke,"99,000","1,000,000",Смоук,vinyl,$0.0100,0.0260%,,,
5,scarf_g,green_scarf,"200,000","1,500,000",Зеленый_шарф,acces,$0.0067,0.0174%,,,
,Постоянные предметы,,,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0086%,,,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0260%,,,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0346%,,,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0521%,,,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0867%,,,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1737%,,,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2604%,,,
3,,,"99,000","99,000",Бронзовый кейс,other,$0.1010,0.2630%,,,
3,,,"87,000","87,000",3 Жетона,other,$0.1149,0.2992%,,,
2,,,"29,000","29,000",Жетон,other,$0.3448,0.8979%,,,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.0417%,,,
1,,,"4,000","12,000",exp,exp,$0.8333,2.1701%,,,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4170%,,,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4170%,,,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0212%,,,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0212%,,,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4170%,,,
3,scarf_deserted_g,green_desert_scarf,"120,000","60,000",Зеленый пустынный шарф,acces,$0.1667,0.4341%,,,
3,butterfly2,green_butterfly,"39,000","50,000",Бабочка_зеленая,acces,$0.2000,0.5208%,,,
4,44,parkur_1,"500,000","30,000",Сальто назад,anim,$0.3333,0.8680%,,,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5208%,,,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.0417%,,,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.8680%,,,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3405%,,,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.6042%,,,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3405%,,,
1,2,2k,"2,000","2,000",рублей,money,$5.0000,13.0212%,,,
1,3,3k,"3,000","3,000",рублей,money,$3.3333,8.6807%,,,
,,,,,,,38.3989,100.0000%,,,
,,,,,,,,,,,
,Story,,,,,,"$15,000.00",,,,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story,,
,,,,,,,,,91.22%,,
5,6606,Mercedes-Benz 300 SL Coupe,"18,900,000","39,900,000",Mercedes-Benz 300 SL Coupe,car,$0.0004,0.0010%,,,
5,6737,ellie,"690,000","1,000,000",Элли,skin,$0.0150,0.0391%,,,
5,195,trevor,"890,000","1,050,000",Тревор,skin,$0.0143,0.0372%,,,
5,cap4,leprechaun_hat,"299,000","1,190,000",Шляпа_лепрекона,acces,$0.0126,0.0329%,,,
5,6716,mr_green,"290,000","1,500,000",Мистер Грин,skin,$0.0100,0.0261%,,,
5,neon_22,bmw,"989,000","1,500,000",BMW,neon,$0.0100,0.0261%,,,
5,41,smoke,"99,000","1,000,000",Смоук,vinyl,$0.0150,0.0391%,,,
5,scarf_g,green_scarf,"200,000","1,500,000",Зеленый_шарф,acces,$0.0100,0.0261%,,,
,Постоянные предметы,,,,,,,0.0000%,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0130%,,,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0391%,,,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0521%,,,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0782%,,,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1303%,,,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2606%,,,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3909%,,,
3,,,"149,000","149,000",Серебряный кейс,other,$0.1007,0.2624%,,,
3,,,"297,000","297,000",3 VIP жетонов,other,$0.0505,0.1316%,,,
3,,,"99,000","99,000",VIP жетон,other,$0.1515,0.3949%,,,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1719%,,,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8959%,,,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8189%,,,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0315%,,,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6378%,,,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0315%,,,
3,scarf_deserted_g,green_desert_scarf,"120,000","60,000",Зеленый пустынный шарф,acces,$0.2500,0.6516%,,,
3,butterfly2,green_butterfly,"39,000","50,000",Бабочка_зеленая,acces,$0.3000,0.7819%,,,
4,44,parkur_1,"500,000","30,000",Сальто назад,anim,$0.5000,1.3031%,,,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7819%,,,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5638%,,,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6516%,,,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8616%,,,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9094%,,,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6063%,,,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5472%,,,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7736%,,,
,,,,,,,38.3686882,100.0000%,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,старое:,,,,,,,,,,
,545,mclaren_p1,"29,900,000","29,900,000",McLaren p1,car,,,,,
,212,rorschikh,"2,500,000","2,500,000",Рорших,skin,,,,,
,218,yerzhan,"2,500,000","2,500,000",Ержан,skin,,,,,
,153,yeni,"4,500,000","4,500,000",Ени,skin,,,,,
