выгрузка 25.02.21,Happy,,,,,,"$5,000.00",,Winrate_happy
5,28,cyber ​​killer,"159,000","1,500,000",Кибер убийца,vinyl,$0.0067,0.0175%,
5,40,rick,"149,000","1,500,000",Рик,vinyl,$0.0067,0.0175%,
5,neon_37,card_passion,"959,000","1,000,000",Карточная страсть,neon,$0.0100,0.0261%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0086%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0261%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0346%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0521%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0868%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1738%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2605%,
3,,,"99,000","99,000",Бронзовый кейс,other,$0.1010,0.2631%,
3,,,"87,000","87,000",3 Жетона,other,$0.1149,0.2993%,
2,,,"29,000","29,000",Жетон,other,$0.3448,0.8982%,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.0420%,
1,,,"4,000","12,000",exp,exp,$0.8333,2.1708%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4205%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4205%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0256%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0256%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4205%,
3,204,microhelix,"210,000","60,000",Микрочелик,skin,$0.1667,0.4343%,
3,41,smoke,"99,000","50,000",Смоук,vinyl,$0.2000,0.5210%,
4,48,parkur_5,"1,300,000","30,000",Прыжок на руки,anim,$0.3333,0.8683%,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5210%,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.0420%,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.8683%,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3419%,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.6051%,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3419%,
1,2,2k,"2,000","2,000",рублей,money,$5.0000,13.0256%,
1,3,3k,"3,000","3,000",рублей,money,$3.3333,8.6836%,
,,,,,,,38.386,100.0000%,
,,,,,,,,,
,Story,,,,,,"$15,000.00",,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story
,,,,,,,,,91.27%
5,6588,FORD GT,"33,900,000","33,900,000",FORD GT,car,$0.0004,0.0012%,
5,6720,jester,"799,000","5,500,000",Шут,skin,$0.0027,0.0071%,
5,11,streamer,"2,100,000","2,100,000",Стримерша,skin,$0.0071,0.0186%,
5,m3_acse01,sombrero,"799,000","1,190,000",Сомбреро,acces,$0.0126,0.0329%,
5,38,cyberlife,"69,000","1,500,000",Киберлайф,vinyl,$0.0100,0.0261%,
5,28,cyber ​​killer,"159,000","1,500,000",Кибер убийца,vinyl,$0.0100,0.0261%,
5,40,rick,"149,000","1,500,000",Рик,vinyl,$0.0100,0.0261%,
5,neon_37,card_passion,"959,000","1,000,000",Карточная страсть,neon,$0.0150,0.0391%,
,Постоянные предметы,,,,,,,0.0000%,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0130%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0391%,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0522%,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0782%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1304%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2608%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3911%,
3,,,"149,000","149,000",Серебряный кейс,other,$0.1007,0.2625%,
3,,,"297,000","297,000",3 VIP жетонов,other,$0.0505,0.1317%,
3,,,"99,000","99,000",VIP жетон,other,$0.1515,0.3951%,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1730%,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8973%,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8228%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0380%,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6456%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0380%,
3,204,microhelix,"210,000","60,000",Микрочелик,skin,$0.2500,0.6519%,
3,41,smoke,"99,000","50,000",Смоук,vinyl,$0.3000,0.7823%,
4,48,parkur_5,"1,300,000","30,000",Прыжок на руки,anim,$0.5000,1.3038%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7823%,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5646%,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6519%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8626%,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9114%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6076%,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5571%,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7785%,
,,,,,,,38.34933915,100.0000%,
