working,Happy,Запуск 17.06,,,,,"$5,000.00",,Winrate_happy
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.1000,0.25%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.1667,0.41%,
2,30,30k,"30,000","30,000",рублей,money,$0.1667,0.41%,
2,20,20k,"20,000","20,000",рублей,money,$0.2500,0.62%,
2,10,10k,"10,000","10,000",рублей,money,$0.5000,1.24%,
1,5,5k,"5,000","15,000",exp,exp,$0.3333,0.83%,
1,1100,3k_exp,"3,000","9,000",exp,exp,$0.5556,1.38%,
1,2,2k,"2,000","2,000",рублей,money,$2.5000,6.22%,
1,1050,1_exp,"1,000","3,000",exp,exp,$1.6667,4.15%,
1,1_5,1_5k,"1,500","1,500",рублей,money,$3.3333,8.30%,
1,1,1k,"1,000","1,000",рублей,money,$5.0000,12.44%,
,,,,,,,$40.1785,100.0000%,
,,,,,,,,,
,Fortune,,,,,,"$10,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,94.01%
5,6631,mclaren_650s,"21,900,000","21,900,000",Mclaren 650 s,car,$0.0005,0.0013%,
5,46,ramos,"1,390,000","5,500,000",Рамос,skin,$0.0018,0.0047%,
5,68,ronaldo,"2,030,000","2,500,000",Роналду,skin,$0.0040,0.0104%,
5,57,eligant,"1,800,000","1,190,000",Элигантный,skin,$0.0084,0.0219%,
5,s22,skulls,"149,000","1,500,000",Черепа,vinyl,$0.0067,0.0175%,
5,159,scuba_diver,"3,000,000","1,500,000",Аквалангист,skin,$0.0067,0.0175%,
5,m2_asce19,mask_skull,"449,000","1,500,000",Маска череп,acces,$0.0067,0.0175%,
5,neon_49,dubstep,"939,000","1,990,000",Дабстеп,neon,$0.0050,0.0130%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0086%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0261%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0347%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0521%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0868%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1738%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2605%,
3,,,"99,000","99,000",Бронзовый кейс,,$0.1010,0.2632%,
3,,,"87,000","87,000",3 Жетона,,$0.1149,0.2994%,
2,,,"29,000","29,000",Жетон,,$0.3448,0.8984%,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.0422%,
1,,,"4,000","12,000",exp,exp,$0.8333,2.1712%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4220%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4220%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0275%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0275%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4220%,
3,m2_asce16,helmet_avg,"50,000","60,000",Шлем AVG,acces,$0.1667,0.4343%,
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.2000,0.5211%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.3333,0.8684%,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5211%,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.0422%,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.8684%,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3426%,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.6055%,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3426%,
1,2,2k,"2,000","2,000",рублей,money,$5.0000,13.0275%,
1,3,3k,"3,000","3,000",рублей,money,$3.3333,8.6849%,
,,,,,,,$38.3804,100.0000%,
,,,,,,,,,
,Story,,,,,,"$15,000.00",,Winrate_story
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,91.29%
5,6631,mclaren_650s,"21,900,000","21,900,000",Mclaren 650 s,car,$0.0007,0.0018%,
5,46,ramos,"1,390,000","5,500,000",Рамос,skin,$0.0027,0.0071%,
5,68,ronaldo,"2,030,000","2,500,000",Роналду,skin,$0.0060,0.0156%,
5,57,eligant,"1,800,000","1,190,000",Элигантный,skin,$0.0126,0.0329%,
5,s22,skulls,"149,000","1,500,000",Черепа,vinyl,$0.0100,0.0261%,
5,159,scuba_diver,"3,000,000","1,500,000",Аквалангист,skin,$0.0100,0.0261%,
5,m2_asce19,mask_skull,"449,000","1,500,000",Маска череп,acces,$0.0100,0.0261%,
5,neon_49,dubstep,"939,000","1,990,000",Дабстеп,neon,$0.0075,0.0197%,
,Постоянные предметы,,,,,,,0.0000%,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0130%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0391%,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0522%,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0782%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1304%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2608%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3912%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1007,0.2626%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0505,0.1317%,
3,,,"99,000","99,000",VIP жетон,,$0.1515,0.3952%,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1735%,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8980%,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8245%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0409%,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6491%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0409%,
3,m2_asce16,helmet_avg,"50,000","60,000",Шлем AVG,acces,$0.2500,0.6520%,
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.3000,0.7825%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.5000,1.3041%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7825%,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5649%,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6520%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8630%,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9123%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6082%,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5613%,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7807%,
,,,,,,,$38.3410,100.0000%,
,,,,,,,,,
,,,,,,,,,
,Crazy,,,,,,"$20,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,96.30%
5,6631,mclaren_650s,"21,900,000","18,900,000",Mclaren 650 s,car,$0.0011,0.0029%,
5,46,ramos,"1,390,000","4,500,000",Рамос,skin,$0.0044,0.0122%,
5,68,ronaldo,"2,030,000","1,500,000",Роналду,skin,$0.0133,0.0367%,
5,57,eligant,"1,800,000","1,190,000",Элигантный,skin,$0.0168,0.0462%,
5,s22,skulls,"149,000","1,500,000",Черепа,vinyl,$0.0133,0.0367%,
5,159,scuba_diver,"3,000,000","1,500,000",Аквалангист,skin,$0.0133,0.0367%,
5,m2_asce19,mask_skull,"449,000","1,500,000",Маска череп,acces,$0.0133,0.0367%,
5,neon_49,dubstep,"939,000","1,990,000",Дабстеп,neon,$0.0101,0.0277%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0067,0.0183%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0200,0.0550%,
4,750,750k,"750,000","750,000",рублей,money,$0.0267,0.0734%,
3,500,500k,"500,000","500,000",рублей,money,$0.0400,0.1101%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0667,0.1834%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1333,0.3668%,
3,100,100k,"100,000","100,000",рублей,money,$0.2000,0.5503%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1342,0.3693%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0673,0.1853%,
3,,,"99,000","99,000",VIP жетон,,$0.2020,0.5558%,
1,,,"6,000","18,000",exp,exp,$1.1111,3.0570%,
1,,,"4,500","13,500",exp,exp,$1.4815,4.0760%,
1,,,"40,000","40,000",рублей,money,$0.5000,1.3756%,
1,,,"3,000","3,000",рублей,money,$6.6667,18.3419%,
1,,,"2,500","2,500",рублей,money,$8.0000,22.0103%,
1,,,"3,000","3,000",рублей,money,$6.6667,18.3419%,
3,m2_asce16,helmet_avg,"50,000","60,000",Шлем AVG,acces,$0.3333,0.9171%,
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.4000,1.1005%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.6667,1.8342%,
3,50,50k,"70,000","70,000",рублей,money,$0.2857,0.7861%,
2,25,25k,"25,000","25,000",рублей,money,$0.8000,2.2010%,
2,20,20k,"20,000","60,000",exp,exp,$0.3333,0.9171%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.9524,2.6203%,
1,10,15k,"15,000","15,000",рублей,money,$1.3333,3.6684%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.3333,3.6684%,
1,2,10k,"10,000","10,000",рублей,money,$2.0000,5.5026%,
1,4,8k,"8,000","8,000",рублей,money,$2.5000,6.8782%,
,,,,,,,$36.3466,100.0000%,
,,,,,,,,,
,VIP,,,,,,"$25,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,96.51%
5,6631,mclaren_650s,"21,900,000","18,900,000",Mclaren 650 s,car,$0.0013,0.0036%,
5,46,ramos,"1,390,000","4,500,000",Рамос,skin,$0.0056,0.0153%,
5,68,ronaldo,"2,030,000","1,500,000",Роналду,skin,$0.0167,0.0460%,
5,57,eligant,"1,800,000","1,190,000",Элигантный,skin,$0.0210,0.0579%,
5,s22,skulls,"149,000","1,500,000",Черепа,vinyl,$0.0167,0.0460%,
5,159,scuba_diver,"3,000,000","1,500,000",Аквалангист,skin,$0.0167,0.0460%,
5,m2_asce19,mask_skull,"449,000","1,500,000",Маска череп,acces,$0.0167,0.0460%,
5,neon_49,dubstep,"939,000","1,990,000",Дабстеп,neon,$0.0126,0.0346%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0083,0.0230%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0250,0.0689%,
4,750,750k,"750,000","750,000",рублей,money,$0.0333,0.0919%,
3,500,500k,"500,000","500,000",рублей,money,$0.0500,0.1379%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0833,0.2298%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1667,0.4596%,
3,100,100k,"100,000","100,000",рублей,money,$0.2500,0.6893%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1678,0.4626%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0842,0.2321%,
3,,,"99,000","99,000",VIP жетон,,$0.2525,0.6963%,
1,,,"6,000","18,000",exp,exp,$1.3889,3.8297%,
1,,,"4,500","13,500",exp,exp,$1.8519,5.1062%,
1,,,"40,000","40,000",рублей,money,$0.6250,1.7233%,
1,,,"3,000","3,000",рублей,money,$8.3333,22.9780%,
1,,,"30,000","30,000",рублей,money,$0.8333,2.2978%,
1,,,"3,000","3,000",рублей,money,$8.3333,22.9780%,
3,m2_asce16,helmet_avg,"50,000","60,000",Шлем AVG,acces,$0.4167,1.1489%,
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.5000,1.3787%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.8333,2.2978%,
3,50,50k,"70,000","70,000",рублей,money,$0.3571,0.9848%,
2,25,25k,"25,000","25,000",рублей,money,$1.0000,2.7574%,
2,20,20k,"20,000","60,000",exp,exp,$0.4167,1.1489%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$1.1905,3.2826%,
1,10,15k,"15,000","15,000",рублей,money,$1.6667,4.5956%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.6667,4.5956%,
1,2,10k,"10,000","10,000",рублей,money,$2.5000,6.8934%,
1,4,8k,"8,000","8,000",рублей,money,$3.1250,8.6167%,
,,,,,,,$36.2666,100.0000%,
,,,,,,,,,
,,,,,,,,,
Progression rewards,,,,,,,,,
prize_id,id,name,cost,name_ingame,type,currency,,,
,,,,,,,,,
Common,,,,,,,,,
1,50k_soft,50k_soft,50000,50000 софты,soft,soft,,,
2,100k_soft,100k_soft,100000,100000 софты,soft,soft,,,
3,neon_49,dubstep,"939,000",Дабстеп,neon,soft,,,
4,s69,neon,"69,000",Неон,vinyl,soft,,,
5,68,ronaldo,"2,030,000",Роналду,skin,soft,,,
Premium,,,,,,,,,
1,vinyl_case3,vinyl_case3,269000-449000,"Винил кейс ""Королевский""",other,soft,,,
2,tuning_case2,tuning_case2,142500-1596000,"Тюнинг кейс ""Счастливчик""",other,soft,,,
3,s22,skulls,"149,000",Черепа,vinyl,soft,,,
4,m2_asce19,mask_skull,"449,000",Маска череп,acces,soft,,,
5,159,scuba_diver,"3,000,000",Аквалангист,skin,soft,,,
