,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0086%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0261%,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0347%,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0521%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0868%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1738%,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2606%,
3,,,"99,000","99,000",Бронзовый кейс,,$0.1010,0.2632%,
3,,,"87,000","87,000",3 Жетона,,$0.1149,0.2994%,
2,,,"29,000","29,000",Жетон,,$0.3448,0.8984%,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.0422%,
1,,,"4,000","12,000",exp,exp,$0.8333,2.1712%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4221%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4221%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0276%,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0276%,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4221%,
3,m3_acse09,mask_of_bane,"599,000","60,000",Маска Бейна,acces,$0.1667,0.4343%,
3,m2_asce11,thor's_hammer,"299,000","50,000",Молот_Тора,acces,$0.2000,0.5211%,
4,45,parkur_2,"900,000","30,000",Двойное сальто назад,anim,$0.3333,0.8684%,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5211%,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.0422%,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.8684%,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3426%,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.6055%,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3426%,
1,2,2k,"2,000","2,000",рублей,money,$5.0000,13.0276%,
1,3,3k,"3,000","3,000",рублей,money,$3.3333,8.6850%,
,,,,,,,38.3801,100.0000%,
,,,,,,,,,
,Story,,,,,,"$15,000.00",,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story
,2 сезон,,,,,,,,91.29%
5,545,mclaren_p1,"29,900,000","29,900,000",McLaren p1,car,$0.0005,0.0013%,
5,214,spiderman,"6,000,000","6,000,000",Спидерман,skin,$0.0025,0.0065%,
5,212,rorschikh,"2,500,000","2,500,000",Рорших,skin,$0.0060,0.0156%,
5,164,iron,"1,190,000","1,190,000",Железный,skin,$0.0126,0.0329%,
5,37,deadpool,"139,000","1,500,000",Дедпул,vinyl,$0.0100,0.0261%,
5,4,joker,"169,000","1,500,000",Джокер,vinyl,$0.0100,0.0261%,
5,neon_42,living_fire,"869,000","1,500,000",Живой огонь,neon,$0.0100,0.0261%,
5,neon_23,dissolution,"1,990,000","1,990,000",Растворение,neon,$0.0075,0.0197%,
,Постоянные предметы,,,,,,,0.0000%,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0130%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0391%,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0522%,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0782%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1304%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2608%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3912%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1007,0.2626%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0505,0.1317%,
3,,,"99,000","99,000",VIP жетон,,$0.1515,0.3952%,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1735%,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8980%,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8246%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0410%,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6492%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0410%,
3,m3_acse09,mask_of_bane,"599,000","60,000",Маска Бейна,acces,$0.2500,0.6521%,
3,m2_asce11,thor's_hammer,"299,000","50,000",Молот_Тора,acces,$0.3000,0.7825%,
4,45,parkur_2,"900,000","30,000",Двойное сальто назад,anim,$0.5000,1.3041%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7825%,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5649%,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6521%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8630%,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9123%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6082%,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5615%,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7808%,
,,,,,,,38.3405659,100.0000%,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,старое:,,,,,,,,
,545,mclaren_p1,"29,900,000","29,900,000",McLaren p1,car,,,
,212,rorschikh,"2,500,000","2,500,000",Рорших,skin,,,
,218,yerzhan,"2,500,000","2,500,000",Ержан,skin,,,
,153,yeni,"4,500,000","4,500,000",Ени,skin,,,
