выгрузка 08.04.21,Happy,,,,,,"$5,000.00",,Winrate_happy,,
5,401,BMW i8,"18,000,000","39,900,000",BMW i8,car,$0.0003,0.0008%,,,
5,33,wolf,"3,000,000","3,000,000",Волк,skin,$0.0033,0.0086%,,,
5,263,in_sports,"800,000","1,050,000",На спорте,skin,$0.0095,0.0247%,,,
5,neon_21,ussr,"989,000","1,190,000",СССР,neon,$0.0084,0.0219%,,,
5,neon_64,particle_explosion,"819,000","1,500,000",Взрыв частиц,neon,$0.0067,0.0175%,,,
5,183,driveway,"590,000","1,500,000",Подъездный,skin,$0.0067,0.0175%,,,
5,58,rustic,"499,000","1,000,000",Деревенский,skin,$0.0100,0.0260%,,,
5,196,shouting,"420,000","1,500,000",Дришь,skin,$0.0067,0.0175%,,,
,Постоянные предметы,,,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0033,0.0086%,,,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0100,0.0260%,,,
4,750,750k,"750,000","750,000",рублей,money,$0.0133,0.0346%,,,
3,500,500k,"500,000","500,000",рублей,money,$0.0200,0.0521%,,,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0333,0.0867%,,,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.0667,0.1737%,,,
3,100,100k,"100,000","100,000",рублей,money,$0.1000,0.2605%,,,
3,,,"99,000","99,000",Бронзовый кейс,other,$0.1010,0.2631%,,,
3,,,"87,000","87,000",3 Жетона,other,$0.1149,0.2993%,,,
2,,,"29,000","29,000",Жетон,other,$0.3448,0.8981%,,,
2,repairbox,,"25,000","25,000",Рем. комплект,other,$0.4000,1.0419%,,,
1,,,"4,000","12,000",exp,exp,$0.8333,2.1705%,,,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4188%,,,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4188%,,,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0235%,,,
1,,,"2,000","2,000",рублей,money,$5.0000,13.0235%,,,
1,,,"2,500","2,500",рублей,money,$4.0000,10.4188%,,,
3,200,grandfather,"110,000","60,000",Дед,skin,$0.1667,0.4342%,,,
3,10,victory_2,"62,500","50,000",Победа_2,anim,$0.2000,0.5209%,,,
4,neon_42,living_fire,"869,000","30,000",Живой огонь,neon,$0.3333,0.8681%,,,
3,50,50k,"50,000","50,000",рублей,money,$0.2000,0.5209%,,,
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.0419%,,,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.8681%,,,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3412%,,,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.6047%,,,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3412%,,,
1,2,2k,"2,000","2,000",рублей,money,$5.0000,13.0235%,,,
1,3,3k,"3,000","3,000",рублей,money,$3.3333,8.6822%,,,
,,,,,,,38.3922,100.0000%,,,
,,,,,,,,,,,
,Story,,,,,,"$15,000.00",,,,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story,,
,,,,,,,,,91.24%,,
5,401,BMW i8,"18,000,000","39,900,000",BMW i8,car,$0.0004,0.0010%,,,
5,33,wolf,"3,000,000","3,000,000",Волк,skin,$0.0050,0.0130%,,,
5,263,in_sports,"800,000","1,050,000",На спорте,skin,$0.0143,0.0372%,,,
5,neon_21,ussr,"989,000","1,190,000",СССР,neon,$0.0126,0.0329%,,,
5,neon_64,particle_explosion,"819,000","1,500,000",Взрыв частиц,neon,$0.0100,0.0261%,,,
5,183,driveway,"590,000","1,500,000",Подъездный,skin,$0.0100,0.0261%,,,
5,58,rustic,"499,000","1,000,000",Деревенский,skin,$0.0150,0.0391%,,,
5,196,shouting,"420,000","1,500,000",Дришь,skin,$0.0100,0.0261%,,,
,Постоянные предметы,,,,,,,0.0000%,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0130%,,,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0391%,,,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0521%,,,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0782%,,,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1303%,,,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2607%,,,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3910%,,,
3,,,"149,000","149,000",Серебряный кейс,other,$0.1007,0.2624%,,,
3,,,"297,000","297,000",3 VIP жетонов,other,$0.0505,0.1317%,,,
3,,,"99,000","99,000",VIP жетон,other,$0.1515,0.3950%,,,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1725%,,,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8966%,,,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8209%,,,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0349%,,,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6418%,,,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0349%,,,
3,200,grandfather,"110,000","60,000",Дед,skin,$0.2500,0.6517%,,,
3,10,victory_2,"62,500","50,000",Победа_2,anim,$0.3000,0.7821%,,,
4,neon_42,living_fire,"869,000","30,000",Живой огонь,neon,$0.5000,1.3035%,,,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7821%,,,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5642%,,,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6517%,,,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8621%,,,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9105%,,,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6070%,,,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5523%,,,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7761%,,,
,,,,,,,38.3586882,100.0000%,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,старое:,,,,,,,,,,
,545,mclaren_p1,"29,900,000","29,900,000",McLaren p1,car,,,,,
,212,rorschikh,"2,500,000","2,500,000",Рорших,skin,,,,,
,218,yerzhan,"2,500,000","2,500,000",Ержан,skin,,,,,
,153,yeni,"4,500,000","4,500,000",Ени,skin,,,,,
