academic,Happy,Запуск 22.07,,,,,"$5,000.00",,Winrate_happy
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2608%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3912%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1007,0.2626%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0505,0.1317%,
3,,,"99,000","99,000",VIP жетон,,$0.1515,0.3952%,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1735%,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8980%,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8245%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0408%,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6489%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0408%,
3,glasses2,round_glasses,"69,000","60,000",Круглые_очки,acces,$0.2500,0.6520%,
3,s121,carpenterbrut,"69,000","50,000",Кракен,vinyl,$0.3000,0.7824%,
4,24,facepalm,"800,000","30,000",Facepalm,anim,$0.5000,1.3041%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7824%,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5649%,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6520%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8630%,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9122%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6082%,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5612%,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7806%,
,,,,,,,$38.3412,100.0000%,
,,,,,,,,,
,Crazy,,,,,,"$20,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,96.31%
5,6621,lexus_lfa,"15,900,000","15,900,000",Lexus LFA,car,$0.0013,0.0035%,
5,6740,rick,"1,290,000","5,500,000",Рик,skin,$0.0036,0.0100%,
5,97,lecturer,"710,000","2,500,000",Лектор,skin,$0.0080,0.0220%,
5,70,walter,"890,000","1,190,000",Волтер,skin,$0.0168,0.0462%,
5,s121,kraken,"99,000","1,500,000",Кракен,vinyl,$0.0133,0.0367%,
5,7,ben,"300,000","1,500,000",Бен,skin,$0.0133,0.0367%,
5,tie_y,yellow_tie,"220,000","1,500,000",желтый_галстук,acces,$0.0133,0.0367%,
5,neon_51,rorshech_is_over,"889,000","1,990,000",Роршех кончился,neon,$0.0101,0.0277%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0067,0.0183%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0200,0.0550%,
4,750,750k,"750,000","750,000",рублей,money,$0.0267,0.0734%,
3,500,500k,"500,000","500,000",рублей,money,$0.0400,0.1101%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0667,0.1834%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1333,0.3669%,
3,100,100k,"100,000","100,000",рублей,money,$0.2000,0.5503%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1342,0.3694%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0673,0.1853%,
3,,,"99,000","99,000",VIP жетон,,$0.2020,0.5559%,
1,,,"6,000","18,000",exp,exp,$1.1111,3.0575%,
1,,,"4,500","13,500",exp,exp,$1.4815,4.0766%,
1,,,"40,000","40,000",рублей,money,$0.5000,1.3759%,
1,,,"3,000","3,000",рублей,money,$6.6667,18.3449%,
1,,,"2,500","2,500",рублей,money,$8.0000,22.0139%,
1,,,"3,000","3,000",рублей,money,$6.6667,18.3449%,
3,m2_asce16,helmet_avg,"50,000","60,000",Шлем AVG,acces,$0.3333,0.9172%,
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.4000,1.1007%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.6667,1.8345%,
3,50,50k,"70,000","70,000",рублей,money,$0.2857,0.7862%,
2,25,25k,"25,000","25,000",рублей,money,$0.8000,2.2014%,
2,20,20k,"20,000","60,000",exp,exp,$0.3333,0.9172%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.9524,2.6207%,
1,10,15k,"15,000","15,000",рублей,money,$1.3333,3.6690%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.3333,3.6690%,
1,2,10k,"10,000","10,000",рублей,money,$2.0000,5.5035%,
1,4,8k,"8,000","8,000",рублей,money,$2.5000,6.8793%,
,,,,,,,$36.3407,100.0000%,
,,,,,,,,,
,VIP,,,,,,"$25,000.00",,Winrate_fortune
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,96.53%
5,6621,lexus_lfa,"15,900,000","15,900,000",Lexus LFA,car,$0.0016,0.0043%,
5,6740,rick,"1,290,000","5,500,000",Рик,skin,$0.0045,0.0125%,
5,97,lecturer,"710,000","2,500,000",Лектор,skin,$0.0100,0.0276%,
5,70,walter,"890,000","1,190,000",Волтер,skin,$0.0210,0.0579%,
5,s121,kraken,"99,000","1,500,000",Кракен,vinyl,$0.0167,0.0460%,
5,7,ben,"300,000","1,500,000",Бен,skin,$0.0167,0.0460%,
5,tie_y,yellow_tie,"220,000","1,500,000",желтый_галстук,acces,$0.0167,0.0460%,
5,neon_51,rorshech_is_over,"889,000","1,990,000",Роршех кончился,neon,$0.0126,0.0346%,
,Постоянные предметы,,,,,,,,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0083,0.0230%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0250,0.0689%,
4,750,750k,"750,000","750,000",рублей,money,$0.0333,0.0919%,
3,500,500k,"500,000","500,000",рублей,money,$0.0500,0.1379%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0833,0.2298%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1667,0.4597%,
3,100,100k,"100,000","100,000",рублей,money,$0.2500,0.6895%,
3,,,"149,000","149,000",Серебряный кейс,,$0.1678,0.4627%,
3,,,"297,000","297,000",3 VIP жетонов,,$0.0842,0.2321%,
3,,,"99,000","99,000",VIP жетон,,$0.2525,0.6964%,
1,,,"6,000","18,000",exp,exp,$1.3889,3.8304%,
1,,,"4,500","13,500",exp,exp,$1.8519,5.1073%,
1,,,"40,000","40,000",рублей,money,$0.6250,1.7237%,
1,,,"3,000","3,000",рублей,money,$8.3333,22.9827%,
1,,,"30,000","30,000",рублей,money,$0.8333,2.2983%,
1,,,"3,000","3,000",рублей,money,$8.3333,22.9827%,
3,m2_asce16,helmet_avg,"50,000","60,000",Шлем AVG,acces,$0.4167,1.1491%,
3,s69,neon,"69,000","50,000",Неон,vinyl,$0.5000,1.3790%,
4,32,dance_5,"1,200,000","30,000",Танец_5,anim,$0.8333,2.2983%,
3,50,50k,"70,000","70,000",рублей,money,$0.3571,0.9850%,
2,25,25k,"25,000","25,000",рублей,money,$1.0000,2.7579%,
2,20,20k,"20,000","60,000",exp,exp,$0.4167,1.1491%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$1.1905,3.2832%,
1,10,15k,"15,000","15,000",рублей,money,$1.6667,4.5965%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.6667,4.5965%,
1,2,10k,"10,000","10,000",рублей,money,$2.5000,6.8948%,
1,4,8k,"8,000","8,000",рублей,money,$3.1250,8.6185%,
,,,,,,,$36.2592,100.0000%,
,,,,,,,,,
,,,,,,,,,
Progression rewards,,,,,,,,,
prize_id,id,name,cost,name_ingame,type,currency,,,
,,,,,,,,,
Common,,,,,,,,,
1,repairbox,repairbox,50,2 Рем комплекта,other,hard,,,
2,100k_soft,100k_soft,100000,100000 софты,soft,soft,,,
3,neon_51,rorshech_is_over,"889,000",Роршех кончился,neon,soft,,,
4,s121,kraken,"99,000",Кракен,vinyl,soft,,,
5,70,walter,"890,000",Волтер,skin,soft,,,
Premium,,,,,,,,,
1,100k_soft,100k_soft,50000,100000 софты,soft,soft,,,
2,250k_soft,250k_soft,100000,250000 софты,soft,soft,,,
3,tie_y,yellow_tie,"220,000",желтый_галстук,acces,soft,,,
4,97,lecturer,"710,000",Лектор,skin,soft,,,
5,6740,rick,"1,290,000",Рик,skin,soft,,,
