выгрузка 11.02.21,Happy,,,,,,"$5,000.00",,Winrate_happy
2,25,25k,"25,000","25,000",рублей,money,$0.4000,1.0422%,
2,20,20k,"20,000","30,000",exp,exp,$0.3333,0.8684%,
1,1100,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3426%,
1,10,10k,"10,000","10,000",рублей,money,$1.0000,2.6055%,
1,1050,2k_exp,"2,000","6,000",exp,exp,$1.6667,4.3426%,
1,2,2k,"2,000","2,000",рублей,money,$5.0000,13.0275%,
1,3,3k,"3,000","3,000",рублей,money,$3.3333,8.6849%,
,,,,,,,38.3803,100.0000%,
,,,,,,,,,
,Story,,,,,,"$15,000.00",,
,id,name,cost,chance_correction (не для учета),name_ingame,type,chance_happy_drop,chance_happy,Winrate_story
,,,,,,,,,91.29%
5,527,Aventador,"26,000,000","26,000,000",Aventador,car,$0.0006,0.0015%,
5,140,hitman,"990,000","5,500,000",Хитмен,skin,$0.0027,0.0071%,
5,291,americanboy,"390,000","2,500,000",Американбой,skin,$0.0060,0.0156%,
5,78,mod,"1,190,000","1,190,000",Модник,skin,$0.0126,0.0329%,
5,36,eternal_love,"139,000","1,500,000",Вечная любовь,vinyl,$0.0100,0.0261%,
5,neon_53,pink_dreams,"879,000","1,500,000",Розовые мечты,neon,$0.0100,0.0261%,
5,neon_60,music_in_blood,"729,000","1,500,000",Музыка в крови,neon,$0.0100,0.0261%,
5,neon_36,love_story,"949,000","1,990,000",Любовная история,neon,$0.0075,0.0197%,
,Постоянные предметы,,,,,,,0.0000%,
4,3000,3_mln,"3,000,000","3,000,000",рублей,money,$0.0050,0.0130%,
4,1000,1_mln,"1,000,000","1,000,000",рублей,money,$0.0150,0.0391%,
4,750,750k,"750,000","750,000",рублей,money,$0.0200,0.0522%,
3,500,500k,"500,000","500,000",рублей,money,$0.0300,0.0782%,
3,1014,prem_3d,"300,000","300,000",Прем 3 дня,prem,$0.0500,0.1304%,
3,1003,start_pack,"150,000","150,000",Стартовый пакет,other,$0.1000,0.2608%,
3,100,100k,"100,000","100,000",рублей,money,$0.1500,0.3912%,
3,,,"149,000","149,000",Серебряный кейс,other,$0.1007,0.2626%,
3,,,"297,000","297,000",3 VIP жетонов,other,$0.0505,0.1317%,
3,,,"99,000","99,000",VIP жетон,other,$0.1515,0.3952%,
1,,,"6,000","18,000",exp,exp,$0.8333,2.1735%,
1,,,"4,500","13,500",exp,exp,$1.1111,2.8980%,
1,,,"5,000","5,000",рублей,money,$3.0000,7.8245%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0409%,
1,,,"2,500","2,500",рублей,money,$6.0000,15.6491%,
1,,,"3,000","3,000",рублей,money,$5.0000,13.0409%,
3,6712,mysterious,"390,000","60,000",Загадочная,skin,$0.2500,0.6520%,
3,neon_59,endless_love,"899,000","50,000",Безграничная любовь,neon,$0.3000,0.7825%,
4,36,dance_9,"900,000","30,000",Танец_9,anim,$0.5000,1.3041%,
3,50,50k,"50,000","50,000",рублей,money,$0.3000,0.7825%,
2,25,25k,"25,000","25,000",рублей,money,$0.6000,1.5649%,
2,20,20k,"20,000","60,000",exp,exp,$0.2500,0.6520%,
1,1100,7k_exp,"7,000","21,000",exp,exp,$0.7143,1.8630%,
1,10,10k,"10,000","10,000",рублей,money,$1.5000,3.9123%,
1,1050,5k_exp,"5,000","15,000",exp,exp,$1.0000,2.6082%,
1,2,2k,"2,000","2,000",рублей,money,$7.5000,19.5614%,
1,4,4k,"4,000","4,000",рублей,money,$3.7500,9.7807%,
,,,,,,,38.34086843,100.0000%,
